OID_,OBJECTID_1,OBJECTID_2,RS,Partido,Localidad,Direccion,Establecim,CP,Tel,X,Y,CENTER_ID
,573,585,V,GENERAL SAN MARTIN,Villa Ballester,Lacroze N° 5026,Centro de Rehabilitaciçon Ballester,1653, ,-58.554864590000001,-34.547560789999999,163
,574,586,V,GENERAL SAN MARTIN,Villa Ballester,Gral. Pueyrredon N° 124,Clínica Privada Centro  de Ojos Ballester,1653,011-47672452,-58.570336500000003,-34.560138799999997,164
,575,587,V,GENERAL SAN MARTIN,Villa Ballester,Enrique Marengo N°4464 PB,Instituto Médico de Ojos (IMO),B1653BNU,011-47681001,-58.558819489999998,-34.549235699999997,165
,576,588,V,GENERAL SAN MARTIN,Villa Ballester,Ruta 122 N° 4802,Centro Médico J. Hernandez,1653, ,-58.558819489999998,-34.549235699999997,166
,577,589,V,GENERAL SAN MARTIN,Villa Ballester,Marengo N° 4387,Centro Urológico Ballester SRL,1653, ,-58.552159400000001,-34.552551889999997,167
,578,590,V,GENERAL SAN MARTIN,Villa Ballester,(114) Alvear 2301/07,Centro Pediatrico Ballester,1653,011-47389583,-58.550719899999997,-34.546624590000000,168
,579,591,V,GENERAL SAN MARTIN,Villa Ballester,San Martin N° 4936,Hogar Geriátrico Nueva Casa,1653, ,-58.556866090000000,-34.550561090000002,169
,580,592,V,GENERAL SAN MARTIN,Villa Ballester,Vicente Lopez N° 3038,Geriatrico Vicente Lopez,1653, ,-58.556722190000002,-34.552901890000001,170
,581,593,V,GENERAL SAN MARTIN,Villa Ballester,Enrique Marengo N°4338,Casa del Sur,1650,011-47678578,-58.558819489999998,-34.549235699999997,171
,582,594,V,GENERAL SAN MARTIN,Villa Ballester,Quintana N° 5480,Centro Educativo Terapéutico ASNECO  Asoc. Civil Neurocognitiva Infanto Juvenil,1653, ,-58.550545700000001,-34.536875999999999,172
,583,595,V,GENERAL SAN MARTIN,Villa Ballester,Prof. Simon (ex Manzini) N° 2622,Consultorios Externos Asoc. Mutual Bomberos Voluntarios Villa Ballester,1653, ,-58.562389590000002,-34.541794099999997,173
,584,596,V,GENERAL SAN MARTIN,Villa Ballester,Belgrano N° 5928,Residencia Alemana Ballester,1653, ,-58.568982290000001,-34.545723789999997,174
,585,597,V,GENERAL SAN MARTIN,Villa Ballester,Moreno N° 414,Centro de Día y Hogar Asociación Civil Puentes de Chilavert(Discapacitados),1653, ,-58.541307400000001,-34.582761890000000,175
,586,598,V,GENERAL SAN MARTIN,Villa Ballester,Lavalle N° 2541 (ex 344),Residencia Geriátrica Rayhuen,1653, ,-58.554016089999998,-34.547390589999999,176
,606,618,II,HIPOLITO IRIGOYEN,Henderson,Hipolito Irigoyen N° 74,Policlínico Privada San Luis,6465, ,-58.516922489999999,-34.627976689999997,177
,607,619,VII,HURLINGHAM,Hurlingham,Teniente Gral. Richieri  N° 1634,Clínica y Maternidad del Sagrado Corazón,1686,011-46651920,-58.637495000000001,-34.586847790000000,178
,608,620,VII,HURLINGHAM,Hurlingham,Avenida Julio A. Roca N° 732,Centro de Diálisis Servicio de Terapia Renal Hurlingham,1686, ,-58.622990899999998,-34.593386500000001,179
,609,621,VII,HURLINGHAM,Hurlingham,Santa Ana Nª 3440,Junto a Vos(internación domiciliaria),1686, ,-58.654773489999997,-34.599280090000001,180
,610,622,VII,HURLINGHAM,Hurlingham,Mazzini N° 1690,Hogar Geriátrico Don Juan,1686, ,-58.639409000000001,-34.584147090000002,181
,611,623,VII,HURLINGHAM,Hurlingham,Pizzurro N° 357,Centro de Día Barrio Parque Quirno,1686, ,-58.625733099999998,-34.603573390000001,182
,612,624,VII,HURLINGHAM,Hurlingham,Salazar N° 1407,Centro Medico Ruben Dario Salud,1686, ,-58.631430700000003,-34.588200399999998,183
,613,625,VII,HURLINGHAM,Hurlingham,Avenida Roca N° 1516,Instituto Radiológico del Oeste,1686, ,-58.632050000000000,-34.586176090000002,184
,614,626,VII,HURLINGHAM,Hurlingham,Sargento Gomez N° 1644,Centro de Día Ocupacional de Los Buenos Ayres,1686, ,-58.635730289999998,-34.586310200000000,185
,615,627,VII,HURLINGHAM,Hurlingham,Martin Guemes N° 1150/60,Centro Educativo Terapéutico,1686, ,-58.628744300000001,-34.590564989999997,186
,616,628,VII,HURLINGHAM,Hurlingham,Gral. Pedro Diaz N° 3366,Centro de Rehabilitación San Juan de Dios,1686, ,-58.667425600000001,-34.589145899999998,187
,632,644,VII,ITUZAINGO,Ituzaingo,Jose Maria Paz N° 32,Centro Ambulatorio de Clínica Psiquiátrica Privada Albert Schweitzer,1714, ,-58.658531990000000,-34.648421390000003,188
,633,645,VII,ITUZAINGO,Ituzaingo,24 de Octubre N° 661,Centro de Día Ituzaingó,1714, ,-58.663312589999997,-34.659870089999998,189
,634,646,VII,ITUZAINGO,Ituzaingo,Coronel Pringles N° 1609,Comunidad Terapéutica Programa por Decir,1714, ,-58.695537299999998,-34.638647599999999,190
,635,647,VII,ITUZAINGO,Ituzaingo,Zufriategui N° 670,Centro Educativo Terapéutico TOPIA,1714, ,-58.664337189999998,-34.657890790000003,191
,636,648,VII,ITUZAINGO,Ituzaingo,Jose M. Paz N° 801/05,A Casa 3 SRL(Internación Domiciliaria),1714, ,-58.669832890000002,-34.644476890000000,192
,637,649,VII,ITUZAINGO,Ituzaingo,Soler N° 602,Centro de Rehabilitación Ituzaingó(Rehabilitación Psicofísica),1714, ,-58.670104600000002,-34.654124289999999,193
,638,650,VII,ITUZAINGO,Ituzaingo,Mariano Acosta N° 123,Salud AD-HOC SA(Policlínica),1714, ,-58.666691090000000,-34.661224390000001,194
,639,651,VII,ITUZAINGO,Ituzaingo,Chazarreta N° 2374,Centro Educativo Terapéutico Diego de Nazaret Mi Mágico Lugar,1714, ,-58.716453000000001,-34.613442290000002,195
,640,652,VII,ITUZAINGO,Ituzaingo,Santa Rosa N° 2372,Centro Geriátrico del Oeste,1714, ,-58.654259699999997,-34.634115389999998,196
,641,653,VII,ITUZAINGO,Ituzaingo,Martin Rodriguez N°678,Hogar de Día de Adultos Mayores Asociación de Beneficencia de Hermanas Hospitalarias del Sagrado Corazón de Jesús,1714, ,-58.683710490000003,-34.661726490000000,197
,642,654,VII,ITUZAINGO,Ituzaingo,Filipinas N° 945,Residencia Geriátrica Hogar de los Robles,1714, ,-58.661390390000001,-34.626076589999997,198
,643,655,VII,ITUZAINGO,Ituzaingo,Olazabal N° 319,IMC Sanatorio Ituzaingó,1714, ,-58.660252900000003,-34.654575790000003,199
,644,656,VII,ITUZAINGO,Villa Udaondo,Cnel. J. S. Roca S/N,Clínica Psiquiátrica  Privada del Parque,1763,011-46210580,-58.700735999999999,-34.620327990000000,200
,645,657,VII,ITUZAINGO,Villa Udaondo,Los Talas y Francisco Moreno N° 315/377,Centro de Día APANA,1763, ,-58.700735999999999,-34.620327990000000,201
,646,658,V,JOSE C. PAZ,Jose C. Paz,Lavalle   N° 2066,Hospital Privado Doctor Alberto Duhau,B1665BRH,02320-431951/54 int. 266,-58.752741489999998,-34.524306400000000,202
,694,706,XII,LA MATANZA,Aldo Bonzi,Ana Maria Janer N° 1440,Hogar Geriátrico San Jorge,1770, ,-58.515403999999997,-34.704520690000003,203
,695,707,XII,LA MATANZA,Aldo Bonzi,Jose Alico N° 1799,Soluciones Domiciliarias SRL(Internación Domiciliaria),1770, ,-58.524671699999999,-34.710076700000002,204
,696,708,XII,LA MATANZA,Ciudad Evita,Reinalda Rodriguez N° 3784,Sanatorio Privado Salud S.R.L.,B1778BRA,011-46204866,-58.534194589999998,-34.728129590000002,205
,697,709,XII,LA MATANZA,Ciudad Evita,Alpataco N° 2001,Gerátrico Santa Elena,1778, ,-58.530076700000002,-34.709408590000002,206
,698,710,XII,LA MATANZA,Gonzalez Catan,Jose Leon Suarez  N° 250,Clínica Privada Catán,1759,02202-421555,-58.630080399999997,-34.762720389999998,207
,699,711,XII,LA MATANZA,Gonzalez Catan,Avenida Saenz Pena N° 456,Sanatorio Privado San Mauricio,1759,02202-421400,-58.630080399999997,-34.762720389999998,208
,700,712,XII,LA MATANZA,Gonzalez Catan,Barragan N° 5640,Policlínica Cristo Caminante,B1759,02202-430284,-58.628826199999999,-34.776107900000000,209
,701,713,XII,LA MATANZA,Gonzalez Catan,Ruta 3 Juan Manuel de Rosas N° 17973/5,Centro de Apoyo al Discapacitado y Ayuda Familiar C.A.D.A.F.,1759, ,-58.633245500000001,-34.795484299999998,210
,702,715,XII,LA MATANZA,Gonzalez Catan,Amado Nervo N° 930,Residencia para Mayores Solar de Vida,1759, ,-58.638589400000001,-34.782358989999999,211
,703,716,XII,LA MATANZA,Isidro Casanova,Dante Alighieri N° 3637,Sanatorio Privado Figueroa Paredes,1765,011-44802500,-58.592939800000003,-34.713986400000003,212
,704,717,XII,LA MATANZA,Isidro Casanova,Isla Malvinas N° 2722,Clínica Privada Isidro Casanova,1765, ,-58.588425290000004,-34.703084689999997,213
,705,718,XII,LA MATANZA,Isidro Casanova,Cnel.Quesada N° 2823,Maternidad Casanova,1765, ,-58.576864299999997,-34.704811499999998,214
,706,719,XII,LA MATANZA,Isidro Casanova,Estocolmo N° 2446,Centro Educativo Terapéutico  San Martín de Porres,1765, ,-58.588396990000000,-34.696576389999997,215
,707,720,XII,LA MATANZA,Isidro Casanova,Malabia N° 5258,Residencia Geriátrico del Sol,1765, ,-58.588497990000000,-34.692549600000000,216
,708,721,XII,LA MATANZA,Isidro Casanova,Madrid N° 3014,Instituto Nefrológico Isidro Casanova,1765, ,-58.583662199999999,-34.701779190000003,217
,723,736,XII,LA MATANZA,Ramos Mejia,Avenida De Mayo N° 1167,Clínica Santa Elizabeth,1704, ,-58.563460399999997,-34.651978389999996,218
,724,737,XII,LA MATANZA,Ramos Mejia,Gabriel Ardoino N° 714,Casa Hospital San Juan de Dios,1704,011-44699500,-58.555326489999999,-34.639405500000002,219
,725,738,XII,LA MATANZA,Ramos Mejia,Avenida De Mayo N° 980,Policlínico Regional Eva Perón PREP,1704,011-40034701,-58.563586890000003,-34.649823089999998,220
,726,739,XII,LA MATANZA,Ramos Mejia,Espora N° 18,Policlínica Privada Centro Médico Espora S.A.,1704,011-46563305,-58.561894299999999,-34.643954999999998,221
,727,740,XII,LA MATANZA,Ramos Mejia,Avenida De Mayo N° 54,Casa de Auxilio de Ramos Mejia(Policlínica),1754, ,-58.565570800000003,-34.641465490000002,222
,728,741,XII,LA MATANZA,Ramos Mejia,Alvarado N° 927/31,Instituto San Pedro,1704, ,-58.569749000000002,-34.654031900000000,223
,729,742,XII,LA MATANZA,Ramos Mejia,Bartolome Mitre N° 164,Clínica Privada Mitre,1704,011-46080049,-58.561800499999997,-34.641282990000001,224
,730,743,XII,LA MATANZA,Ramos Mejia,Chacabuco N° 770,Clinica Psiquiátria Privada Modelo del Sol,1704,011-46546989,-58.571512689999999,-34.647403590000003,225
,731,744,XII,LA MATANZA,Ramos Mejia,Avenida de Mayo N° 1180,Policlínica Privada C.E.D.I.  S.R.L.,1704, ,-58.563401089999999,-34.652118489999999,226
,732,745,XII,LA MATANZA,Ramos Mejia,Avenida De Mayo  N° 1598,Centro Oeste,1704, ,-58.562520999999997,-34.656795889999998,227
,733,746,XII,LA MATANZA,Ramos Mejia,Formosa N° 1931,Centro María Auxiliadora,1704, ,-58.558825700000000,-34.659721300000001,228
,734,747,XII,LA MATANZA,Ramos Mejia,Bolivar N°273 piso 5 Dto.H,Consultorio de Radiografías Odontológicas IMOD,1704,011-46567585,-58.563661789999998,-34.642902190000001,229
,735,748,XII,LA MATANZA,Ramos Mejia,Juan Domingo Peron N° 3350,Centro Médico de Atención Primaria (CEMAP),1754,011-44418625,-58.554993789999997,-34.677663090000003,230
,736,749,XII,LA MATANZA,Ramos Mejia,Alvarez Jonte Nª 329,Instituto de Educación Especial Francoise Dolto SA,1754, ,-58.570204599999997,-34.640005289999998,231
,737,750,XII,LA MATANZA,Ramos Mejia,Juan B. Alberdi N° 112,Urodiagnostico(Policlinica),B1704,01146583576,-58.559705700000002,-34.641837000000002,232
,738,751,XII,LA MATANZA,Ramos Mejia,25 de Mayo N° 1001/09,Centro Quirurgico Ramos,1754, ,-58.566281199999999,-34.656082089999998,233
,754,767,XII,LA MATANZA,San Justo,Almafuerte N° 2855,"Policlínica de Fractura, Ortopedia y Rehabili. San Justo",1754, ,-58.562880090000000,-34.675577290000000,234
,755,768,XII,LA MATANZA,San Justo,Hipolito Irigoyen N° 2572,Policlínica Privada San Remo,1754, ,-58.561337799999997,-34.678850089999997,235
,756,769,XII,LA MATANZA,San Justo,Paraguay N° 2290,Centro de Diagnóstico por Imágines,1754, ,-58.553597189999998,-34.681074490000000,236
,757,770,XII,LA MATANZA,San Justo,Malabia N° 21010,Hospital Italiano de San Justo,1754,011-44820071,-58.550342499999999,-34.658085790000001,237
,758,771,XII,LA MATANZA,San Justo,H. Irigoyen N° 2248,Policlínica MEDIC,1754, ,-58.508234490000000,-34.675536590000000,238
,759,772,XII,LA MATANZA,San Justo,Villegas N°2154,Clínica Privada San Jerónimo,B1754EQX,011-46513821,-58.559225189999999,-34.675219290000001,239
,760,773,XII,LA MATANZA,San Justo,Salta N° 2264,SERMEX(Centro de Diagnóstico y Tratamiento),1754, ,-58.561186290000002,-34.675109700000000,240
,761,774,XII,LA MATANZA,San Justo,Hipolito Irigoyen N° 2562 1er. P Of.1,INGAMO SRL Servicio de Internación Domiciliaria,1754, ,-58.561284800000003,-34.678801989999997,241
,762,775,XII,LA MATANZA,San Justo,"Brigadier General Juan Manuel de Rosas N°3990,Supercenter Local 7B",International Health Services Argentina S.A.(consultorios),1754, ,-58.558237200000001,-34.685141489999999,242
,763,776,XII,LA MATANZA,San Justo,Entre Rios N° 2051,"Hogar Geriátrico Excelsior, Solar para los Abuelo",1754, ,-58.570522889999999,-34.668758789999998,243
,764,777,XII,LA MATANZA,San Justo,Juan Manuel de Rosas N° 2557,DIAVERUM Argentina sede San Justo (2116),1754, ,-58.545439600000002,-34.676093600000002,244
,765,778,XII,LA MATANZA,San Justo,Avenida Arturo Illia N° 2363,Consultorio Médico San Justo Centro Integral de la Mujer(Policlínica),1754, ,-58.563118899999999,-34.674859089999998,245
,766,779,XII,LA MATANZA,San Justo,Santa Maria Nª 3319,Baires House Excelencia Domiciliaria,1754, ,-58.549967889999998,-34.673260990000003,246
,767,780,XII,LA MATANZA,San Justo,Almafuerte N° 3240,Sanatorio Clínica Indarte,1754, ,-58.558507790000000,-34.678791390000001,247
,768,781,XII,LA MATANZA,San Justo,Monsenor Bufano N° 3947,Centro de Hemodiálisis,1754, ,-58.553851790000003,-34.690732789999998,248
,769,782,XII,LA MATANZA,San Justo,Yerua N° 2187,Policlínica Privada Dr. Biglia S.R.L.,1754, ,-58.547321699999998,-34.684515900000001,249
,785,798,XI,LA PLATA,City Bell,Calle 472 esq 21,Centro Médico Cantilo(policlínica),1836, ,-58.053107089999997,-34.879029389999999,250
,786,799,XI,LA PLATA,City Bell,Calle 426 e/21 y 22,Hogar Rucalaf II,1836, ,-58.084623290000003,-34.869657990000000,251
,787,800,XI,LA PLATA,City Bell,Calle 449 N° 1595 esq.21 D,Hogar Permanente y Centro de  Día Los Tilos,1836, ,-58.078299489999999,-34.873574290000001,252
,788,801,XI,LA PLATA,City Bell,Calle 7 N° 354,Centro de Rehabilitación City Bell,1836, ,-58.044198690000002,-34.867593300000003,253
,789,802,XI,LA PLATA,City Bell,Camino Gral. Belgrano  esq.453 Km.11800,Hogar Santa Catalina(Discapacitados),1836, ,-58.055320799999997,-34.881242190000002,254
,790,803,XI,LA PLATA,City Bell,Camino Gral. Belgrano e/446 y 447,Comunidad Terapéutica Darse Cuenta,1836, ,-58.081398800000002,-34.875130499999997,255
,791,804,XI,LA PLATA,City Bell,Calle 471 n° 166,Centro de Día Indra,1936, ,-58.046055699999997,-34.867228890000000,256
,792,805,XI,LA PLATA,City Bell,Camino Gral. Belgrano e/443 y 444,Hogar y Centro de Día CEDICBELL,1896, ,-58.084789389999997,-34.874327800000003,257
,793,806,XI,LA PLATA,City Bell,Calle 14 N° 529 e/467 471,Fundación Quarello para la Rehabilitación Integral(Discapacitados Neuromotores),1936, ,-58.048206090000001,-34.868112490000001,258
,794,807,XI,LA PLATA,City Bell,Calle 456 e/28 bis y 135,Centro de Rehabilitación Motora A.F.G.,1896, ,-58.072801990000002,-34.884137889999998,259
,795,808,XI,LA PLATA,City Bell,Calle 474 N° 583 e/14A 14b,Centro de Diagnóstico Médico City Bell,1936, ,-58.043391489999998,-34.871604990000002,260
,796,809,XI,LA PLATA,City Bell,ex 7 e/ Cantilo y 472,Clínica City Bell,1896,0221-4817124,-58.043605090000000,-34.867850099999998,261
,797,810,XI,LA PLATA,Jose Hernandez,Calle 508 esq 31 N° 3575,DINATOS(Rehabilitación),1900, ,-57.953565689999998,-34.920494789999999,262
,798,811,XI,LA PLATA,Jose Hernandez,Calle 510 N° 3463 e/29 y 30,Hogar Geriátrico Renacer,1900, ,-57.953565689999998,-34.920494789999999,263
,799,812,XI,LA PLATA,La Plata,Calle 56 N° 874,Sanatorio Argentino del Plata S. A.,B1900BKJ,0221-4270203/4271979,-57.951181490000003,-34.923020000000001,264
,800,813,XI,LA PLATA,La Plata,Calle 42 e/ 7 y 8 N° 612,Centro de Quimioterapia Breast Clinic SA,1900, ,-57.958644890000002,-34.910011300000001,265
,816,829,XI,LA PLATA,La Plata,Calle 42 N° 761/63 e/10 y 11,Clínica de ojos La Plata,B1902AHE,0221-4834039,-57.961644300000003,-34.912754290000002,266
,817,830,XI,LA PLATA,La Plata,Calle 3 N° 1170,Policlínica Ortopedica Privada,B1900TDB,0221-4830565,-57.941294489999997,-34.914309000000003,267
,818,831,XI,LA PLATA,La Plata,Calle 47 N° 1835,Policlínica Privada Gambier,B1908FSA,0221-4708816,-57.977749590000002,-34.936723090000001,268
,819,832,XI,LA PLATA,La Plata,Calle 118 esq.68 N° 1748,Policlínica Privada Corlaif,B1904CAR,0221-4830561,-57.922205589999997,-34.918349399999997,269
,820,833,XI,LA PLATA,La Plata,Calle 38 N° 740,Policlínica S.E.M.,B1902ATO,0221-4833285,-57.964805290000001,-34.908310399999998,270
,821,834,XI,LA PLATA,La Plata,Calle 44 N° 518,Centro de Rehabilitación con Internación CERIN SA,1900, ,-57.953559300000002,-34.909219890000003,271
,822,835,XI,LA PLATA,La Plata,Calle 59 N° 1028,Clínica Monovalente Perinat,B1900BTP,0221-4533772,-57.951391389999998,-34.928095290000002,272
,823,836,XI,LA PLATA,La Plata,Calle 17 N° 1209,Policlínica Privada de Radiodiagnóstico,B1900EBM,0221-4525486,-57.954950799999999,-34.928079400000001,273
,824,837,XI,LA PLATA,La Plata,Calle 65 N° 1740,Policlínica Privada La Plata Norte,1900, ,-57.959280300000003,-34.946431490000002,274
,825,838,XI,LA PLATA,La Plata,Calle 61 N° 327,Clínica Psiquiatrica Santa Teresa de Avila,1900, ,-57.934837490000000,-34.916667699999998,275
,827,840,XI,LA PLATA,La Plata,Diag. 73 N° 2494,Policlínica Ortopedia Traumatología y R.,B1908FSA,0221-4825984,-57.969756990000000,-34.921987000000001,276
,828,841,XI,LA PLATA,La Plata,Calle 3 N° 646,Clínica Privada Eco-Ber S.A.,B1900TCG,0221-4831163,-57.950122489999998,-34.907678990000001,277
,829,842,XI,LA PLATA,La Plata,Calle 55 N°763,Instituto de Neurociencia San Agustín(Policlínica),B1900BHE,0221-4830139,-57.949876400000001,-34.920294790000000,278
,830,843,XI,LA PLATA,La Plata,Calle 1 N° 2233,Hogar Geriátrico Cathemú,1900, ,-57.916334499999998,-34.929527090000001,279
,831,844,XI,LA PLATA,La Plata,Calle 13 N° 1826,Clínica Privada Neuropsiquiatrica LiMINAR,1900, ,-57.936869299999998,-34.934488389999999,280
,846,859,XI,LA PLATA,La Plata,Calle 6 N° 172,Policlínica Privada C.E.T.R.O.,B1902CLH,0221-4250000,-57.963944990000002,-34.902410990000000,281
,847,860,XI,LA PLATA,La Plata,Diag. 78 N°31,Instituto Bonaerense de Oncología,B1904COI,0221-4229817,-57.941215589999999,-34.911903189999997,282
,848,861,XI,LA PLATA,La Plata,Calle 14 N° 610 e/44 y 45,Modulo Asistencial S.M.A.T.A. La Plata,B1900DVB,0221-4232729,-57.961321800000000,-34.918178200000000,283
,849,862,XI,LA PLATA,La Plata,Calle 37 N° 423,Policlínica Centro de Asistencia Ambulatoria,B1902AVQ,0221-4253406,-57.959710989999998,-34.901369389999999,284
,850,864,XI,LA PLATA,La Plata,Calle 8 N° 620,Centro de Referencias Médicas,B1900TGS,0221-4215157,-57.955827499999998,-34.911907599999999,285
,851,865,XI,LA PLATA,La Plata,Calle 4 N° 1320,Policlínica Privada Angiocor,B1900TEM,0221-4240999,-57.939163890000003,-34.917549590000000,286
,852,866,XI,LA PLATA,La Plata,Calle 7 N° 1486,Policlínica Privada de Medicina por Imágines MON,B1904CLO,0221-4826515,-57.938376589999997,-34.923110190000003,287
,853,867,XI,LA PLATA,La Plata,Calle 17 N° 1207,Policlínica Privada Doctores Canedo,B1900CEM,0221-4521167,-57.992971199999999,-34.899615789999999,288
,854,868,XI,LA PLATA,La Plata,Calle 115 N° 231,Clínica Privada de Psquiatria San Juan,1900, ,-57.956378600000001,-34.897944189999997,289
,855,869,XI,LA PLATA,La Plata,Calle 60 N° 2035,Policlínico Privado de Diagnóstico,B1910FEG,0221-4560947,-57.971548599999998,-34.948114099999998,290
,856,870,XI,LA PLATA,La Plata,Calle 58 N° 1059,Policlínica Privada Metropolitan Sociedad de Hecho,1900, ,-57.953220989999998,-34.927848689999998,291
,857,871,XI,LA PLATA,La Plata,Plaza Italia N° 183,SUM S.A.,1900, ,-57.954345300000000,-34.910442990000000,292
,858,872,XI,LA PLATA,La Plata,Calle 39 N° 789 e/ 10 y 11,Obra Social Personal Televisión SECC,1900, ,-57.965023899999998,-34.910258089999999,293
,859,873,XI,LA PLATA,La Plata,Calle 44 N° 1008 y 1/2,Instituto de Andrología y Reproducción Asistida Procrearte - Iara,1900, ,-57.960834689999999,-34.915937190000001,294
,860,874,XI,LA PLATA,La Plata,Calle 53 N° 693,Instituto  de Oftalmología Prieto Diaz S.R.L,1900,0221-4257523,-57.949752599999997,-34.917930089999999,295
,861,875,XI,LA PLATA,La Plata,Calle 63 N° 672,SIPEM S.R.L.,1900, ,-57.939674189999998,-34.924838289999997,296
,876,890,XI,LA PLATA,La Plata,Calle 13 N° 316 e/38 y 39,Policonsultorios Control Médico,1900, ,-57.967109190000002,-34.912175189999999,297
,877,891,XI,LA PLATA,La Plata,Calle 9 N° 123 1er. P Of.7,CIPA Centro de Diagnóstico en Citogenética y Patología,1900, ,-57.968251090000003,-34.904598090000000,298
