OID_,OBJECTID_1,OBJECTID_2,NOMBRE,CODIGO,JURISDICCI,LOC,CP,DIRECCION,TEL,EMAIL,PARTIDO,RSAN_08,X,Y,CENTER_ID
,"1,458",0,U.S. LOS CARDALES,"41,000,921",MUNI,Villa Udaondo,"1,763",Emilio Frers y Patric.Mend. Nº 1216, , ,ITUZAINGO,VII,-58.665018400000001,-34.625545260000003,129
,"1,459",46,U.S. Nº 5,"3,500,253",MUNI,Gerli,"1,870",Sargento Cabral N° 43,011-42089764, ,AVELLANEDA,VI,-58.385018559999999,-34.684181250000002,130
,"1,460",47,U.S. Nº 19 VA. ARGENTINA,"3,501,004",MUNI,Gerli,"1,870",Salta N° 1769,011-42041175, ,AVELLANEDA,VI,-58.365711730000001,-34.693577300000001,131
,"1,470",57,C.S. Nº 11,"3,500,261",MUNI,Villa Domínico,"1,874",Deheza N° 1053 (Villa Luján),011-42061515, ,AVELLANEDA,VI,-58.350712469999998,-34.695364560000002,132
,"1,471",58,U.S. Nº 1,"3,500,105",MUNI,Villa Domínico,"1,874",Pierres y Casacuberta(Villa Corina) S/N,011-42070046, ,AVELLANEDA,VI,-58.346434700000003,-34.706202140000002,133
,"1,472",59,U.S. Nº 17,"3,500,687",MUNI,Villa Domínico,"1,874",Oyuela N° 1976,011-42468290, ,AVELLANEDA,VI,-58.353038800000000,-34.708040570000001,134
,"1,473",60,U.S. Nº 10,"3,500,580",MUNI,Wilde,"1,875",Boulevard de los Italianos  S/N,011-42467218, ,AVELLANEDA,VI,-58.345155769999998,-34.712767900000003,135
,"1,474",61,U.S. Nº 14 GERLI ESTE,"3,500,636",MUNI,Gerli,"1,870",Casacuberta y Tres Sargentos S/N,011-42045336, ,AVELLANEDA,VI,-58.368016240000003,-34.687610139999997,136
,"1,475",147,U.S. ODONTOLOGICA C. LARRALDE,"3,500,571",MUNI,Gerli,"1,870",Camino Gral. Belgrano N° 1244,011-42047128, ,AVELLANEDA,VI,-58.373474109999997,-34.692264219999998,137
,"1,476",148,U.S. Nº 3,"3,500,440",MUNI,Villa Domínico,"1,874",Av. Belgrano esq. El Salvador,011-42077511, ,AVELLANEDA,VI,-58.338991470000003,-34.690775760000001,138
,"1,477",149,INST. MUN. DE MED. DEPORTIVA,"3,500,709",MUNI,Villa Dominico,"1,874",Av. Mitre N° 4000,011-43531100, ,AVELLANEDA,VI,-58.338418890000000,-34.688081029999999,139
,"1,478",150,U.S. Nº 7,"3,500,504",MUNI,Sarandí,"1,872",Saladillo N° 445,011-42076587, ,AVELLANEDA,VI,-58.336054369999999,-34.681760060000002,140
,"1,479",151,U.S. Bº AGUERO,"3,500,989",MUNI,Gerli,"1,870",Agüero y Gral. Paz S/N Bo. Agüero,011-42050564, ,AVELLANEDA,VI,-58.373415110000003,-34.676252699999999,141
,"1,489",684,C. MUN. DE VACUNACION,"3,501,497",MUNI,Avellaneda,"1,870",Italia y Belgrano, , ,AVELLANEDA,VI,-58.364815010000001,-34.666837979999997,142
,"1,490",685,C.I.C Monseñor Angeleri,"3,501,501",MUNI,Avellaneda,"1,870",Irala entre Vertiz y Cabo Verde, , ,AVELLANEDA,VI,-58.349369250000002,-34.656435369999997,143
,"1,491",686,C. DE RESOLUCION INMEDIATA,"3,501,519",MUNI,Avellaneda,"1,870",Rodo y Tupaca Maru, , ,AVELLANEDA,VI,-58.322733790000001,-34.706348319999996,144
,"1,492",731,U.S. Nº 9,"3,500,369",MUNI,Dock Sur,"1,871",Montaña N° 172,011-42059634, ,AVELLANEDA,VI,-58.354053860000000,-34.640301170000001,145
,"1,493",732,U.S. Nº 12,"3,500,628",MUNI,Villa Castellino,"1,870",Mario Bravo N° 1740,011-42086857, ,AVELLANEDA,VI,-58.401472630000001,-34.666056110000000,146
,"1,494",733,U.S. Nº 20 RAMON CARRILLO,"3,501,012",MUNI,Sarandi,"1,872",Morse y Génova S/N,011-42053380, ,AVELLANEDA,VI,-58.338237839999998,-34.674971030000002,147
,"1,495",734,U.S. ISLAS MALVINAS,"3,500,997",MUNI,Villa Domínico,"1,874",Merlo N° 4406,011-42074678, ,AVELLANEDA,VI,-58.325360080000003,-34.684570729999997,148
,"1,496",735,U.S. TORRES DE WILDE,"3,500,971",MUNI,Wilde,"1,875",Las Flores N° 1600,011-43531099, ,AVELLANEDA,VI,-58.302762250000001,-34.690959339999999,149
,"1,497",809,H.I.G.A. PTE. PERON,"3,500,318",PROV,Sarandí,"1,872",Anatole France N° 773,011-4204133, ,AVELLANEDA,VI,-58.357556199999998,-34.681578960000003,150
,"1,498",810,H.I.G.A. PEDRO FIORITO,"3,500,270",PROV,Avellaneda,"1,870",Av. Belgrano N° 851,011-42013081/87,secretaria-goitia@ms.gba.gov.ar,AVELLANEDA,VI,-58.365160560000000,-34.666399749999997,151
,"1,508","1,517",H. MUN. EVA PERON,"53,900,031",MUNI,Merlo,"1,722",Pasteur N° 444,0220-4821308,hmalvinas@ms.gba.gov.ar,MERLO,VII,-58.721308639999997,-34.668151600000002,152
,"1,509","1,518",U.S. SAMORE,"53,900,309",MUNI,Agustín Ferrari,"1,723",Matorras y Lacroze Bo.Samoré,0220-4808081, ,MERLO,VII,-58.764550589999999,-34.696695349999999,153
,"1,510","1,519",U.S. Nº II - ARCO IRIS,"53,900,287",MUNI,Merlo,"1,722",Dávila y Burela,0220-4893182, ,MERLO,VII,-58.782459629999998,-34.679533530000000,154
,"1,511","1,520",U.S. Nº 3 - SANTA RITA,"53,900,244",MUNI,Merlo,"1,722",Mozart e/Bach y Toscanini Bo. Loma Grande,0220-4805842, ,MERLO,VII,-58.759515589999999,-34.693857059999999,155
,"1,512","1,521",U.S. Nº 11 - SAN MARTIN,"53,900,104",MUNI,Merlo,"1,722",Av. San Martín y Bariloche,0220-4800111, ,MERLO,VII,-58.736166060000002,-34.690897000000000,156
,"1,513","1,524",DIR. MED. PREV.,"53,900,180",MUNI,Merlo,"1,722",Maipú e/Colón y Pasteur,0220-4851817, ,MERLO,VII,-58.722686080000003,-34.667825469999997,157
,"1,514","1,595",H. MAT. INF. PONTEVEDRA,"53,900,066",MUNI,Pontevedra,"1,761",Cap. Pedro Giachino N° 2220,0220-4920242/925082, ,MERLO,VII,-58.700837190000001,-34.750574669999999,158
,"1,515","1,596",U.S. Nº 5 - VA. MAGDALENA,"53,900,317",MUNI,Libertad,"1,716",Carriego y Primera Junta Bo. Villa Magdalena,0220-4930822, ,MERLO,VII,-58.701813510000001,-34.705579309999997,159
,"1,516","1,603",U.S. Nº 13 - RAMON CARRILLO,"53,900,341",MUNI,Libertad,"1,716",Colombia y Malvinas Bo. Villa Amelia,0220-4941322, ,MERLO,VII,-58.689960100000000,-34.696333109999998,160
,"1,517","1,604",U.S. Nº 36 - ELIAS FERNANDEZ,"53,900,767",MUNI,Libertad,"1,716",Sivori y Epecuén Bo. El Golf,0220-4970009, ,MERLO,VII,-58.675081800000001,-34.698206999999996,161
,"1,518","1,605",U.S. Nº 24 - AMPLIACION,"53,900,376",MUNI,Parque San Martín,"1,722",Ameghino e/ 25 de Mayo y Rawson Bo. Ampliación,0220-4805869, ,MERLO,VII,-58.739381330000001,-34.696873269999998,162
,"1,527","1,614",U.S. Nº 9 -,"53,900,333",MUNI,Mariano Acosta,"1,723",Loria esq. Guaminí Bo. Alegre,0220-4989192, ,MERLO,VII,-58.838565440000004,-34.690401710000003,163
,"1,528","1,615",U.S. Nº 32 - LA CASTELLANA,"53,900,597",MUNI,Mariano Acosta,"1,723",Fresco y Cobo Bo. La Castellana,0220-4992885, ,MERLO,VII,-58.802025780000001,-34.727805740000001,164
,"1,529","1,616",U.S. Nº 38 MARIANO ACOSTA,"53,900,678",MUNI,Mariano Acosta,"1,723",Ruta N° 200 Km. 39.500 e/Finlay y 24 de Noviembre,0220-4992882, ,MERLO,VII,-58.787215029999999,-34.717123039999997,165
,"1,530","1,617",U.S. LOS CARDALES,"53,900,520",MUNI,Libertad,"1,716",Marconi e/Cangallo y Ramos Mejía Bo. Los Cardales,0220-4945435, ,MERLO,VII,-58.703806290000003,-34.694816709999998,166
,"1,531","1,618",U.S. Nº 2 - FINOCHIETTO,"53,900,112",MUNI,Libertad,"1,716",Tapalqué y Medina,0220-4945436, ,MERLO,VII,-58.664354269999997,-34.704284930000000,167
,"1,532","1,619",U.S. Nº 26 - EL CEIBO,"53,900,392",MUNI,Libertad,"1,716",Forest y Costa Rica Bo. El Ceibo,0220-4949503, ,MERLO,VII,-58.672702160000000,-34.688671950000000,168
,"1,533","1,620",U.S. Nº 15 -,"53,900,431",MUNI,Libertad,"1,716",Zabaleta e/ J. Miró y Malaver Bo. Santa Marta,0220-4949911, ,MERLO,VII,-58.664741300000003,-34.696701220000001,169
,"1,534","1,621",U.S. Nº 25 - VA. OLAECHEA,"53,900,406",MUNI,Pontevedra,"1,761",Crespo e/Portela y Ruta 1003,0220-4933358, ,MERLO,VII,-58.712616670000003,-34.716636070000000,170
,"1,535","1,622",U.S. Nº 14,"53,900,350",MUNI,Merlo,"1,722",Paysandú e/Portela y Averastury,0220-4922427, ,MERLO,VII,-58.682881520000002,-34.741351549999997,171
,"1,536","1,623",U.S. Nº 6 - POMPEYA,"53,900,325",MUNI,Merlo,"1,722",Dean Funes y Tarija,0220-4892855, ,MERLO,VII,-58.760380560000002,-34.671153699999998,172
,"1,537","1,624",U.S. Nº 18,"53,900,449",MUNI,Pontevedra,"1,761",Coronda e/ Russel y Martinez de Muñiz,0220-4931433, ,MERLO,VII,-58.720778780000003,-34.711025999999997,173
,"1,546","2,364",C.P.A. - Adicciones,"53,901,054",PROV,Merlo,"1,722",Sarandí Nº 350 e/Chacabuco y Bolivar,0220-4831840, ,MERLO,VII,-58.723944269999997,-34.670302749999998,174
,"1,547","2,426",HOSPITAL MOVIL,"53,901,101",MUNI,Merlo,"1,722","Maipu, 0 E/Colon ESQ Chcabuco", , ,MERLO,VII,-58.722451769999999,-34.668328840000001,175
,"1,548","2,427",U.S. Ambiental,"53,901,100",MUNI,Pontevedra,"1,761","De la union, 0 E/  ESQ pasteur", , ,MERLO,VII,-58.697770920000004,-34.746222660000001,176
,"1,549","2,428",U.S. San Pablo,"53,900,635",MUNI,Mariano Acosta,"1,723","Las Marimonias, 660", , ,MERLO,VII,-58.770873150000000,-34.707965989999998,177
,"1,550",1,U.S. ODONTO. A. M. GANDULF,"43,401,011",MUNI,Remedios de Escalada,"1,826",Máspero N° 33,011-42477518, ,LANUS,VI,-58.395174279999999,-34.723462789999999,178
,"1,551",2,PALACIO MUN. Y C. DE DISC.,"43,401,436",MUNI,Lanús Oeste,"1,824",Hipólito Irigoyen N° 3800 Zuloaga,011-42495822/5708/410401, ,LANUS,VI,-58.392139630000003,-34.698332489999999,179
,"1,552",33,C.S. VA. IND. FIORITO,"43,401,398",MUNI,Lanús Este,"1,824",C. Bueras N° 3386,011-42207004, ,LANUS,VI,-58.353316499999998,-34.713774090000001,180
,"1,553",34,C.MED.PREV. DR. R.FAVALORO,"43,400,260",MUNI,Lanús Este,"1,824",Sitio de Montevideo N° 1863,011-42418111, ,LANUS,VI,-58.381466490000001,-34.711247800000002,181
,"1,554",35,C.S. VA. CONSTITUCION,"43,401,410",MUNI,Lanús Oeste-Villa Constitución,"1,824",Viamonte N° 3846,011-42082695,secsalud@lanus.mun.gba.gov.ar,LANUS,VI,-58.425721549999999,-34.674772410000003,182
,"1,555",36,C.S. Y F. CAMPOMAR,"43,401,401",MUNI,Lanús Oeste-Bo. Campomar,"1,824",Balcarce N° 3846,011-42082973, ,LANUS,VI,-58.422716739999998,-34.670858570000000,183
,"1,556",37,C.S. Nº 43 EVA PERON,"43,401,045",MUNI,Lanús Oeste-Bo. 9 de Julio,"1,824",Pje. Eva Perón N° 270, , ,LANUS,VI,-58.439439159999999,-34.695638680000002,184
,"1,566",140,U.S. Nº 45 VA. ESLOVENA,"43,401,088",MUNI,Lanús Oeste,"1,824",Colón N° 2475,011-42673419, ,LANUS,VI,-58.419691290000003,-34.717671820000000,185
,"1,567",141,U.S. VA. INDEPENDENCIA,"43,401,240",MUNI,Lanús Este,"1,824",Corvalán N° 3168, , ,LANUS,VI,-58.368524590000000,-34.739424159999999,186
,"1,568",142,U.S. Nº 18 ""26 DE ABRIL"","43,401,274",MUNI,Lanús Este,"1,824",Av. Eva Perón y Echeverría, , ,LANUS,VI,-58.345229900000000,-34.734634329999999,187
,"1,569",143,C.S. Nº 33 DR. ARTURO ILLIA,"43,400,171",MUNI,Lanús Oeste-Villa Diamante,"1,824",E. Castro esq. R. Balbín N° 2972,011-42288281, ,LANUS,VI,-58.423495129999999,-34.688405770000003,188
,"1,570",144,C.S. RAMON CARRILLO,"43,400,987",MUNI,Lanús Oeste-Villa Caraza,"1,824",Pje. M. Avellaneda N° 4860,011-42289555,secsalud@lanus.mun.gba.gov.ar,LANUS,VI,-58.431755260000003,-34.692711559999999,189
,"1,571",145,C.S. VA. BARCELO,"43,401,533",MUNI,Lanús Este-Villa Barceló,"1,824",Alzaga N° 4119, , ,LANUS,VI,-58.364223830000000,-34.734965299999999,190
,"1,572",146,U.S. MONTE CHINGOLO,"43,400,979",MUNI,Monte Chingolo,"1,825",Blanco Encalada N° 4393 Bo. La Fe,011-42464702,secsalud@lanus.mun.gba.gov.ar,LANUS,VI,-58.347788049999998,-34.722524880000002,191
,"1,573",201,SOC. DE F. Nº 2 VA. URQUIZA,"43,400,014",MUNI,Monte Chingolo,"1,825",Conoarcu y Maure, ,secsalud@lanus.mun.gba.gov.ar,LANUS,VI,-58.344678399999999,-34.719639989999997,192
,"1,574",222,U.S. RAMON CARRILLO,"49,000,964",MUNI,Villa Fiorito,"1,822",Darwin N° 1835,011-42866629, ,LANUS,VI,-58.433319169999997,-34.708761559999999,193
,"1,575",351,U.S. Nº 17 CNEL. MOLINEDO,"43,400,111",MUNI,Lanús Oeste-Bo. Obrero,"1,824",Valentín Alsina S/N, , ,LANUS,VI,-58.421718900000002,-34.664874560000001,194
,"1,584",375,C.S. Nº 22 LA MAQUINITA,"43,401,495",MUNI,Lanús Este-La Maquinita,"1,824",Madariaga N° 730, , ,LANUS,VI,-58.369915890000001,-34.705475190000001,195
,"1,585",376,C.S. Nº 39 VA. ESPERANZA,"43,400,294",MUNI,Lanús Oeste,"1,824",G. Ugarte y Hernandarias,011-42860296, ,LANUS,VI,-58.416141070000002,-34.720535320000003,196
,"1,586",377,U.S. VA. MAURICIO,"43,400,910",MUNI,Lanús Este- Villa Mauricio,"1,824",Alzaga N° 3441, , ,LANUS,VI,-58.370500260000000,-34.729785339999999,197
,"1,587",496,U.S. Nº 4 LANUS OESTE,"43,400,898",MUNI,Lanús Oeste,"1,824",25 de Mayo N° 707,011-42417777/2305, ,LANUS,VI,-58.402314550000000,-34.706433990000001,198
,"1,588",497,C.S. Nº 19 GRAL. BALCARCE,"43,401,070",MUNI,Lanús Oeste,"1,824",G. Ugarte y Quino Costa,011-42673971,secsalud@lanus.mun.gba.gov.ar,LANUS,VI,-58.411166510000001,-34.717892720000002,199
,"1,589",498,U.S. Nº 3 DR. MIRANDA NORGREEN,"43,400,316",MUNI,Lanús Oeste,"1,824",Murature N° 4114 Villa Caraza,011-42869778, ,LANUS,VI,-58.432811090000001,-34.699341320000002,200
,"1,590",499,U.S. Nº 9 EL TRIANGULO,"43,400,308",MUNI,Lanús Oeste-Villa Jardín,"1,824",Osorio N° 2099 Planta Baja  B, , ,LANUS,VI,-58.423616209999999,-34.677808489999997,201
,"1,591",500,U.S. Nº 48 VA. PORÁ,"43,401,223",MUNI,Lanús Este,"1,824",Bueras  N° 3100, , ,LANUS,VI,-58.357767000000003,-34.710371160000001,202
,"1,592",501,C.S. Nº 37 EDEN ARGENTINO,"43,400,821",MUNI,Lanús Oeste-Pompeo,"1,824",Av. San Martín N° 4057,011-42675753, ,LANUS,VI,-58.423650639999998,-34.711224399999999,203
,"1,593",502,C.S. Nº 12 SANTA MARIA,"43,400,324",MUNI,Lanús Este,"1,824",V. Hugo N° 440, , ,LANUS,VI,-58.336940120000001,-34.726303889999997,204
,"1,594",503,U.S. DR. COSME ARGERICH,"43,400,545",MUNI,Lanús Este,"1,824",Alvear N° 4493, , ,LANUS,VI,-58.361545890000002,-34.738166419999999,205
,"1,604",748,H.Z. ESP. EN ONCOLOGIA,"43,400,359",PROV,Lanús,"1,824",Pringles N° 1257,011-42412968/474346, ,LANUS,VI,-58.383464920000002,-34.702493220000001,206
,"1,605",750,H.L.G.A. DR. ARTURO MELO,"43,400,081",PROV,Remedios de Escalada,"1,826",Av. Villa de Luján N° 3050,011-42894584/4485, ,LANUS,VI,-58.385578410000001,-34.725786599999999,207
,"1,606",808,H.I.G.A. EVITA,"43,400,863",PROV,Lanús,"1,826",Río de Janeiro N° 1910,011-42416122, ,LANUS,VI,-58.400713390000000,-34.696236780000000,208
,"1,607",960,C.S. Nº 29 1° de Mayo,"43,400,235",MUNI,Lanús Oeste,"1,824",M. Castro N° 2663, , ,LANUS,VI,-58.422686409999997,-34.689491449999998,209
,"1,608",961,C.S. 25 de Enero,"43,401,461",MUNI,Lanús Este,"1,825",Cazón N° 2570,011-42467714/6666, ,LANUS,VI,-58.358425320000002,-34.738944160000003,210
,"1,609","1,122",C.P.A.(GABA y Com. de 1/2 Día)-Adicciones,"43,401,908",PROV,Lanús,"1,824",Lavallol Nº 79,011-42256115, ,LANUS,VI,-58.392419349999997,-34.703524620000003,211
,"1,610",3,DIV. MED. C. ANTIRRABICO,"65,801,284",MUNI,Quilmes,"1,878",Alberdi N° 500,011-42537001 int.2425, ,QUILMES,VI,-58.255344229999999,-34.714131950000002,212
,"1,611",4,DIV. MED. CREM,"65,801,241",MUNI,Quilmes,"1,878",Sarmiento N° 625, , ,QUILMES,VI,-58.253310360000000,-34.720529100000000,213
,"1,612",5,DIV. M. Polideportivo MUN.,"65,801,403",MUNI,Quilmes Oeste,"1,879",Lafinur y Vicente López S/N,011-42574621, ,QUILMES,VI,-58.252461580000002,-34.739881019999999,214
,"1,613",6,1º C. DE TRAT. Y REHAB.,"65,801,535",MUNI,Ezpeleta,"1,882",Antartida  Argentina N° 1275, , ,QUILMES,VI,-58.229808169999998,-34.737118600000002,215
,"1,624",67,U.S. Gral. San Martín,"65,801,021",MUNI,San Francisco Solano,"1,881",Calle 826 e/895 y 896, , ,QUILMES,VI,-58.320972650000002,-34.769425130000002,216
,"1,625",68,H.SZ. ESP. MAT. INF. DR.E.OLLER,"65,800,199",MUNI,San Francisco Solano,"1,881",Calle 844 N° 2150,011-42122481/2976,personal-iriarte@ms.gba.gov.ar,QUILMES,VI,-58.307373519999999,-34.777384550000001,217
,"1,626",69,S.P.A. F. Dreymar,"65,801,047",MUNI,San Francisco Solano,"1,881",Calle 895 e/819 y 820, , ,QUILMES,VI,-58.323453280000003,-34.763296140000001,218
,"1,627",70,U.S. Dr. Bernardo Houssay,"65,800,717",MUNI,Quilmes,"1,878",Paz e/Alberdi y Saavedra, , ,QUILMES,VI,-58.256682929999997,-34.714276400000003,219
,"1,628",71,U.S. La Paz,"65,800,709",MUNI,San Francisco Solano,"1,881",Calle 809 e/ 888 y 889, , ,QUILMES,VI,-58.321863639999997,-34.750908180000003,220
,"1,629",72,U.S. La Rivera,"65,800,296",MUNI,Quilmes,"1,878",La Merced e/19 bis y 18 bis, , ,QUILMES,VI,-58.225496280000002,-34.710268550000002,221
,"1,630",73,INST. MUN. S. PUBLICA S.F.SOLANO,"65,801,055",MUNI,San Francisco Solano,"1,881",Calle 844 N° 2250,011-42122481/9721, ,QUILMES,VI,-58.307177310000000,-34.777225389999998,222
,"1,631",74,U.S. Eva Perón,"65,801,501",MUNI,Quilmes Oeste,"1,879",Blas Parera N° 2800, , ,QUILMES,VI,-58.265272179999997,-34.742153870000003,223
,"1,632",75,S.P.A. La Sarita,"65,801,462",MUNI,Quilmes,"1,878",Catamarca e/399 y 399 Bis N° 4926 Bo. La Sarita, , ,QUILMES,VI,-58.315213780000001,-34.740471190000001,224
,"1,633",76,U.S. La Vera,"65,801,489",MUNI,Quilmes Oeste,"1,879",Lavalleja e/ L. de La Torre y Miguel Cané, , ,QUILMES,VI,-58.278210260000002,-34.748992010000002,225
,"1,643",102,U.S. Los Eucaliptus,"65,800,750",MUNI,San Francisco Solano,"1,881",Calle 864 e/899 y 898, , ,QUILMES,VI,-58.306281960000000,-34.793993870000001,226
,"1,644",103,C.S. y SPA 25 de Mayo,"65,800,768",MUNI,Bernal Oeste,"1,883",Roque Cisterna N° 3661, , ,QUILMES,VI,-58.329382160000002,-34.738679570000002,227
,"1,645",183,U.S. Monte Verde,"65,801,390",MUNI,San Francisco Solano,"1,881",Calle 888 e/855 y 856, , ,QUILMES,VI,-58.296082779999999,-34.780329610000003,228
,"1,646",184,S.P.A. Islas Malvinas,"65,801,586",MUNI,San Francisco Solano,"1,881",Calle  879 N° 4963, , ,QUILMES,VI,-58.291212520000002,-34.774334039999999,229
,"1,647",185,U.S. Bernal Oeste,"65,800,016",MUNI,Bernal Oeste,"1,883",Alem N° 1695, , ,QUILMES,VI,-58.304806970000001,-34.724372729999999,230
,"1,648",959,C.I.C. La Paz,"65,802,271",MUNI,Quilmes,"1,878",892 E/ 801 Y 802, , ,QUILMES,VI,-58.329750799999999,-34.747846860000003,231
,"1,649","1,125",C. RESOL. INT.,"65,802,566",MUNI,Quilmes,"1,878",Av. Calchaquí Nº 1370, , ,QUILMES,VI,-58.291609670000000,-34.740371260000003,232
,"1,650","1,126",C.P.A. (GABA)-Adicciones,"65,802,676",PROV,Quilmes Oeste,"1,879",Bernardo de Irigoyen Nº 883 e/Rodolfo Lopez  y Bo*,011-42532325, ,QUILMES,VI,-58.268442149999998,-34.722924570000004,233
,"1,651","1,192",C.P.A. Quilmes Villa Itatí,"65,802,693",PROV, ,0,S/D, , ,QUILMES,VI,-58.301855060000001,-34.706800970000003,234
,"1,652","1,198",U.S. LA MATERA,"65,802,702",MUNI,Quilmes,"1,878",817 E/889 Y 890, , ,QUILMES,VI,-58.317189659999997,-34.758726140000000,235
,"1,653",0,U.P.A. 17,"65,802,719",PROV,Quilmes,"1,883",Cabo Sessa e/185 y 186, , ,QUILMES,VI,-58.329382860000003,-34.736984339999999,236
,"1,662","2,342",C. A. Absalón Rojas,"74,900,350",MUNI,Islas del Delta,"1,646",Arroyo Filicarias S/N,011-47282386, ,SAN FERNANDO (ISLAS),V,-58.540449969999997,-34.437147750000001,237
,"1,663","2,413",C.Movil de Salud Escolar,"74,900,465",MUNI,San Fernando,"1,646","Constitucion, 1044 E/9 de julio ESQ Madero", , ,SAN FERNANDO (ISLAS),V,-58.557104160000002,-34.440738209999999,238
,"1,664","2,421",SIST. DE EMERG. MUN.,"74,900,759",MUNI,San Fernando,"1,646","Lavalle, 1585", , ,SAN FERNANDO (ISLAS),V,-58.554451039999996,-34.445207940000003,239
,"1,665",0,C. DE SALUD DR. PEDRO DI MATEO,"74,900,155",MUNI,San Fernando,"1,646",Sarmiento N° 3244 Aviación, , ,SAN FERNANDO (ISLAS),V,-58.574417429999997,-34.450984499999997,240
,"1,666",0,C.P.A.,"74,900,767",PROV,San Fernando,"1,646",Ayacucho Nº 1554 Local 11/11, , ,SAN FERNANDO (ISLAS),V,-58.557505300000003,-34.444705059999997,241
,"1,667",0,C. S. ESCOLAR,"74,900,741",MUNI,San Fernando,"1,646",Constitución Nº 1044, , ,SAN FERNANDO (ISLAS),V,-58.557034289999997,-34.440782360000000,242
,"1,668","1,236",C.S. VA. CARUPA,"80,500,461",MUNI,Tigre,"1,648",Sarmiento e/Alvear y Saavedra,011-45124513, ,TIGRE,V,-58.582535470000003,-34.437488410000000,243
,"1,669","1,247",U.S. BUENOS AIRES,"80,500,274",MUNI,Don Torcuato,"1,611",Elcano e/Gallardo e Ituzaingó S/N,011-45132532, ,TIGRE,V,-58.614418749999999,-34.478025150000001,244
,"1,670","1,248",C.S. TRONCOS DEL TALAR,"80,500,401",MUNI,Los Troncos del Talar,"1,648",Entre Alexis Carrel y Manrique,011-45129987, ,TIGRE,V,-58.615060909999997,-34.460134840000002,245
,"1,671","1,227",U.S. ALTE. BROWN,"80,500,045",MUNI,El Talar de Pacheco,"1,648",Gral. Andrés Nº 3050 y esq. Alemania,011-45129986, ,TIGRE,V,-58.661133409999998,-34.484238449999999,246
,"1,682","1,540",C.P.A en Nutrición,"80,500,924",MUNI,General  Pacheco,"1,617",Av. De los Constituyentes Nº 3284, , ,TIGRE,V,-58.672314980000003,-34.447205500000003,247
,"1,683","1,667",C.S. GRAL.PACHECO,"80,500,070",MUNI,Gral. Pacheco,0,"RUTA 9,  E/CORDOBA", , ,TIGRE,V,-58.639174040000000,-34.456756210000002,248
,"1,684","1,673",C.S. ALTE. BROWN ""CANAL"","80,500,410",MUNI,Tigre,"1,648",Alte. Brown S/N,011-45124518, ,TIGRE,V,-58.563317140000002,-34.431809440000002,249
,"1,685","1,681",H.Z.G.A. M. VILLEGAS DE MARTINEZ,"80,500,118",PROV,General  Pacheco,"1,617",Rura 9 -Constituyentes N° 395,011-47360157/0211/0154/0144, ,TIGRE,V,-58.638963670000003,-34.456979210000000,250
,"1,686","1,707",U.S.M. de Med.Preventiva,"80,500,452",MUNI,Tigre,"1,648",Bourdieu N° 460,011-45124480/81/82, ,TIGRE,V,-58.579042850000000,-34.423111710000001,251
,"1,687","1,708",CATAMARAN SANITARIO,"80,500,355",MUNI,Islas del Delta,"1,648",Bourdieu N° 460,011-45124480/81/82, ,TIGRE,V,-58.579094949999998,-34.423185340000003,252
,"1,688","1,709",H.MUN. de Tigre,"80,500,517",MUNI,Tigre,"1,648",Maipú N 257, , ,TIGRE,V,-58.587823950000001,-34.414719769999998,253
,"1,689","1,710",H. OFTALMOLOGICO Mun. Dr. Ramón Carrillo,"80,500,860",MUNI,Los Troncos del Talar,"1,648",Lisandro De La Torre N° 1324, , ,TIGRE,V,-58.640615619999998,-34.489129859999998,254
,"1,690","1,711",SIST. DE EMERG. de TIGRE,"80,500,479",MUNI,Los Troncos del Talar,"1,617",Colectora L. de La Torre e/Ezeiza y Escobar,011-45129910, ,TIGRE,V,-58.607349329999998,-34.448654990000001,255
,"1,691","2,344",C.A.P.S. Belgrano,"80,500,983",MUNI,Don Torcuato,"1,611",Av. Belgrano Nº 1661, , ,TIGRE,V,-58.639949369999997,-34.484336290000002,256
,"1,701","1,321",C.A.P.S. EVA PERON,"25,200,105",MUNI,Maquinista Savio,"1,620",Jilgueros y Los Gladiolos S/N Bo. Amancay,03488-481137, ,ESCOBAR,V,-58.774114900000001,-34.401052960000001,257
,"1,702","1,322",C.S. ALFREDO VILAR,"25,200,237",MUNI,Maquinista Savio,"1,620",Formosa y Corrientes S/N Bo. Ovejero Urquiza,03488-481136, ,ESCOBAR,V,-58.768280230000002,-34.413868710000003,258
,"1,703","1,323",C.S. CORONEL DORREGO,"25,200,229",MUNI,Ingeniero  Maschwitz,"1,623",Las Retamas N° 888 Bo. Lambaré,03488-446198, ,ESCOBAR,V,-58.755122059999998,-34.394205130000003,259
,"1,704","1,324",C.A.P.S. LUIS RESIO,"25,200,067",MUNI,Garín,"1,619",Horacio Dupuy y Churich S/N,03488-477862/2727, ,ESCOBAR,V,-58.733674659999998,-34.420834820000003,260
